CLOUD_COVER,ANNUAL_RAINFALL,JAN_FEB_RAINFALL,MAR_MAY_RAINFALL,JUN_SEP_RAINFALL,FLOOD
64.93428306022466,736.7545150201919,37.5256145280403,222.31415936336396,397.6640804619465,1
52.23471397657631,442.47848999011075,59.478766156266204,72.40835784350581,283.5862739968637,1
67.95377076201385,994.4586668640871,8.899219811187123,202.97489439785406,688.113320828949,1
85.46059712816052,824.8319205459334,78.29883116556454,102.24280931863984,598.7586261009745,1
50.31693250553328,912.4472827503969,106.83348424562834,151.5466150942074,587.4539395784,1
50.317260861016386,765.7442210094918,127.74884870281298,212.55644088303424,317.1766164284153,0
86.58425631014782,710.8590540718286,13.341972641092424,86.57956700480838,570.6014242735656,0
70.34869458305818,1485.3153147551877,34.52719818346037,209.39752116900715,1210.3044158576536,1
45.610512281300956,458.1070701820197,119.32918665810973,28.830727832301804,255.85895458062225,0
65.8512008717193,865.1931587269156,57.150085992794395,304.36977270436637,299.6839013273797,1
45.73164614375075,756.304693944229,105.15733553421768,231.76784430963252,309.56638123237457,0
45.68540492859486,695.277395193741,20.964432316563073,118.77638912228333,510.5518663225715,0
59.839245431320684,714.9209509393921,164.5068073674696,257.2701214738586,243.99892973422487,1
16.73439510684404,1072.949487898166,19.34678088422047,241.19484760828456,632.384340491368,1
20.501643349739346,368.53439668434805,76.61842288456234,126.12132930910572,142.0614071146715,0
43.754249415180546,1137.3310278208805,78.09010243085605,125.22187143118435,732.8369769365266,1
34.74337759331152,729.4097283157781,44.36506658548861,64.36674357729353,581.6340223611517,1
61.28494665190548,1616.4470547023395,94.4152752407202,130.65133920079276,1195.6511689345584,1
36.83951848957578,546.2233619041053,96.32390468903512,38.260549999511234,263.3196494968228,0
26.75392597329417,1150.2266233958044,89.05348843432915,201.42068844320872,824.8107668667316,1
84.31297537843108,833.2247385110979,43.68652006392398,204.11298605586052,452.3560010341268,1
50.48447399026929,487.5682109992082,36.84209399685775,29.24314031995684,402.96516973318745,1
56.35056409375848,758.6336464882273,47.686231496587695,286.9736272171915,255.4335632769801,1
26.505036275730866,512.9477609858775,32.57707025353423,81.20104135213039,364.9677649058328,0
44.11234550949635,1259.3676999925508,142.92925249056393,572.9874481473335,374.63537742311274,1
57.21845179419732,407.10501870554776,51.12733364627219,146.51784207159062,184.1986961062537,0
31.980128451553945,978.238699507234,75.00609022493937,288.6631891618904,578.3017654694859,1
62.51396036691344,954.4701005195705,118.99631767299,62.78947660024923,537.7035726607061,1
42.9872262016239,907.5543524201559,31.165573442100808,102.08766106623311,656.0665890128629,1
49.166125004134464,481.83751830683775,18.520194370417286,86.26675649005024,337.56383658817737,1
42.96586775541206,919.6281083723887,32.67847894033736,37.65840339306424,747.7420963783181,1
92.04556369017875,1179.7706191204602,81.16522606959762,47.085750357361,951.6361898566471,1
54.730055505241324,682.8839879933021,77.17162643914547,115.6987867022217,420.56880541212354,1
33.84578142088199,616.3235348882617,88.93133738812037,161.54520329436417,266.65642205517617,0
71.45089824206377,796.6099842172025,61.47711925996079,57.71481235406941,496.0120645310722,1
30.583127000579555,730.009469508474,3.385090549100825,97.78364069206376,483.3400062620592,1
59.17727190009511,689.7607040560118,59.97015404121919,74.66939031320628,433.1151687224339,1
15.806597522404488,946.3302172142766,129.97864311471562,120.9481214161113,656.8868389969498,1
28.43627902203139,761.7952949588943,153.04130115517881,191.97786133231955,391.80893042219515,1
58.93722471738247,539.04873861474,71.35052690950272,135.22356655795195,253.68476877227053,0
69.76933159990821,830.0926162671499,77.3839348620789,83.6291071545011,521.3352062405742,1
58.42736562379941,1025.0801140116482,103.7885421503137,236.3538327364898,673.9649583797494,1
52.68703435223519,1069.0582330049178,150.16178150964868,158.21498158838003,703.785660874606,1
48.977926088214225,697.9965799262557,66.69393406149739,137.83751952858165,377.1619728960725,0
25.42956019265145,922.0113133449865,102.78154661660331,58.28275874962061,562.3605791627534,1
40.60311583210583,1307.2613817661609,42.08679361787584,221.29434862792496,965.4878210588502,1
45.78722458080425,1204.6785207315997,21.410435609354806,168.41872775768255,961.1323631012945,1
76.1424445243783,1141.4886715124135,45.89328954939394,173.98365979091966,837.5185114056561,1
61.872365791369226,580.2310122995267,173.31693584583903,108.2254052945559,176.46232007565976,0
19.73919689274532,610.036109461704,104.235619848879,95.32295192129808,393.8759937042539,1
61.4816793878959,1337.6449016792606,23.455190912167158,349.1239395150778,928.124674441795,1
47.29835439167367,418.70946522192264,107.62994435103784,94.3148026589517,175.76932476479013,0
41.461559993880826,599.2714246417393,25.221437694299023,49.51977903311036,461.80177682817293,0
67.23352577681736,738.8491140399025,88.05469308033976,142.3717209383132,334.29477980628064,1
75.61999044991902,758.5610602745403,30.091919812389737,125.4177950264309,568.955801079392,1
73.62560238232398,422.2507290625713,22.177436404226555,242.87454151003837,109.52986359214574,0
38.21564953554723,1212.0455167331304,192.55883068200694,113.89521510027805,881.4671265421035,1
48.81575248297571,776.8584739418212,51.096025831710975,188.17294073386844,474.4028368049673,0
61.62526862807128,713.0042690138064,102.91810834459646,298.8335426530799,243.24679290325784,1
74.51090254244718,610.241624394465,68.80212747369438,162.23111683307394,306.93476527958984,0
45.4165152430942,1012.1400796945169,27.150560518622044,60.565769447563184,579.7309213321658,1
51.286820466723654,660.2536596904062,55.54488126398429,165.1546956032119,292.6869280235112,1
32.873300519879436,1317.663353410578,27.37355427444411,98.95889673237225,1110.3281628084435,1
31.075867518386584,998.2315924499644,284.97831702733595,148.6957646253035,443.77037715395255,1
71.25051644788397,1298.2529397107007,115.94578292460021,126.04406738852852,1004.6950601988088,1
82.12480057141646,939.4212006568825,67.83354294607977,48.675558073698404,521.8306850153108,1
53.55979756839332,1052.1484094115194,99.09890656421211,113.46402046204211,688.0424850978868,1
75.07065795784048,972.2622420223527,110.85253553813271,57.96630468555208,666.097127009337,1
62.23272050095268,762.5817283705379,111.05591913420213,89.36225131832758,359.128606744291,1
42.09760490789751,1274.6675790219917,107.79921617095334,220.84943973728994,692.6363805671009,1
62.227912110168276,647.2104409787846,102.13560023077548,132.61660115776405,377.55023077883476,1
85.76073132931938,604.9671798133027,72.06604518523227,181.17542495548827,164.81223289986374,1
54.283479217800966,858.8532628573208,182.91580495152883,139.70008203486958,421.7829257166905,1
86.29287311628012,503.87731248642666,75.54196094481499,103.82457549293281,221.6206508253096,0
2.605097918205111,820.8492688192057,69.32917495393198,148.96590207485727,369.9924589324948,1
71.43805008750448,612.4052139374077,76.02459979092386,32.875321022822064,465.7340838730419,1
56.74094136476342,635.6383901827072,80.07452510285036,201.85425600060256,271.64021837501383,1
49.01985299068265,796.8364557128918,13.459915898101258,69.25699382452167,640.2822939678026,1
56.835215530710045,694.7847637100953,32.38276541886896,174.1523339305381,374.97085115263064,1
15.248621707982146,496.96065637176395,61.475504433051135,101.02747117941266,217.40387055239765,0
50.60656224324976,517.5526882334202,12.722322270270423,48.70130114124591,274.3254289528206,1
62.14225143023493,738.2063071053497,67.75106734571966,78.43373782123534,504.3485816974364,1
84.55788089483032,910.7516093765587,79.30373926684285,174.71709586085387,411.37025132696414,1
44.63459563452705,1117.6397620770908,20.46914111326342,417.3064339557741,557.3337296785811,1
38.830127942136244,701.0107960317664,39.63454572561269,120.77954552243772,506.3194490699736,1
44.96485912830927,856.7608309377579,157.16781693510447,388.0420867747419,258.8601257170052,1
73.30804235404148,599.2096711894058,99.81167920983916,32.799039709027426,329.5638102363175,0
61.57502219319369,1063.5010249104362,95.8463113933992,106.4316360773955,744.5146105204055,1
44.404795924659226,663.5202477326561,144.57705454577132,120.84492763346228,286.0971137097327,0
65.26534866226712,1500.163573642927,32.94890250372276,180.45791109567378,1017.178894993376,1
56.941550986960806,458.0859618851257,20.52999975098262,80.66975751427509,187.86233817443483,1
74.37289981065778,1082.8671270605828,131.75462552448025,157.8563298892827,731.6533970773866,1
40.95893812245295,696.1748731115584,62.820984003373404,110.07446447426472,447.7745166817769,0
48.44675706804463,615.1589533314724,32.171160833313195,264.14422928602045,259.8902483963292,0
47.15783693735685,693.8706050896652,13.340185358885607,142.4549902842187,496.5601447270494,1
25.72970103735763,1195.2883550418383,76.66891889578204,544.6676432272812,291.81702692349035,1
60.922405541291525,626.2114125580052,57.326748326489366,110.67408174324997,342.21774523533463,1
60.221105443597786,713.2906865236486,49.859419053477325,253.80241696820005,380.2409647076247,1
55.102269132849216,1239.7649043341974,5.2598819766576845,303.45907752456833,701.2145255045776,1
50.308257332497064,566.5800376202935,181.34286964686703,11.728994310126367,326.77887402029006,1
26.692585158991715,857.7330777338807,16.855907638618326,200.2687156116875,539.0542132601889,1
46.58709354469282,968.0521319318357,53.8230883409613,107.95370313503878,715.5808514750127,1
48.14570966946461,611.2954453670206,46.86649889079973,54.30639789451529,489.1172975745398,1
38.95445461556762,964.9134907765992,101.91197948443349,266.94890073453075,584.2048463801025,1
51.77428576667982,709.9651720390422,13.509376313755359,84.08828871434903,464.24333644580116,1
63.08101713629077,953.0054453032211,93.49449634703538,31.103830422258017,633.1794243672311,1
92.7237180242106,541.4134455919822,76.95073136017488,144.70490637156507,213.43686586761444,1
58.49155625663678,1702.431581214973,37.99209505360943,291.22385227596044,969.6397265646999,1
60.15100781445528,510.78602801328213,91.16643154162539,54.88279312457071,314.6509393787912,1
